NUMBER,STREET,INTERSECTION,TOWN,CLASSIFIED,REPAIRED,GRADE,
51,POPLAR,,NEW BEDFORD,05/07/14,09/24/14,2,
208-210,GRANDFIELD,,NEW BEDFORD,06/10/14,09/24/14,2,
877,HATHAWAY,,NEW BEDFORD,09/05/14,09/25/14,2,
807,KEMPTON,,NEW BEDFORD,09/26/14,09/26/14,1,
71,NASH,,NEW BEDFORD,09/29/14,09/29/14,1,
50-52,EMERY,,NEW BEDFORD,10/02/14,10/02/14,1,
667,COTTAGE,,NEW BEDFORD,10/03/14,10/03/14,2,
69,FOSTER,,NEW BEDFORD,10/06/14,10/06/14,2,
24,JONATHAN,,NEW BEDFORD,10/07/14,10/07/14,1,
15,ANTHONY,,NEW BEDFORD,10/08/14,10/08/14,1,
270,SHAW,,NEW BEDFORD,10/08/14,10/08/14,1,
242,RYAN,,NEW BEDFORD,09/22/14,10/10/14,2,
93,BEDFORD,,NEW BEDFORD,10/14/14,10/14/14,1,
56-58,LAFAYETTE,,NEW BEDFORD,10/17/14,10/17/14,2,
208,ASHLEY,,NEW BEDFORD,10/17/14,10/17/14,1,
13,EMERSON,,NEW BEDFORD,10/17/14,10/17/14,1,
,S-SECOND,,NEW BEDFORD,06/30/14,10/22/14,2,
314,HATHAWAY,,NEW BEDFORD,10/28/14,10/28/14,1,
528,ASHLEY,,NEW BEDFORD,10/29/14,10/29/14,2,
,WING,,NEW BEDFORD,10/29/14,10/30/14,2,
265,QUERY,,NEW BEDFORD,10/31/13,10/31/14,1,
27,CLARENDON,,NEW BEDFORD,10/14/14,10/31/14,2,
160,STATE,,NEW BEDFORD,11/03/14,11/03/14,2,
46-48,MORGAN,,NEW BEDFORD,11/03/14,11/03/14,1,
45,STATE,,NEW BEDFORD,11/05/14,11/05/14,2,
887-889,BROCK,,NEW BEDFORD,11/10/14,11/10/14,1,
,BROCK,,NEW BEDFORD,11/10/14,11/12/14,3,
373,BELLEVILLE,,NEW BEDFORD,09/18/14,11/18/14,2,
59,FRANCIS,,NEW BEDFORD,11/21/14,11/21/14,1,
197,WELD,,NEW BEDFORD,11/21/14,11/21/14,1,
41,BRIGGS,,NEW BEDFORD,11/25/14,11/25/14,2,
950,RODNEY FRENCH,,NEW BEDFORD,07/14/14,12/02/14,2,
1085,JOYCE,,NEW BEDFORD,11/12/14,12/02/14,2,
,BEDFORD,AT COTTAGE ST,NEW BEDFORD,10/17/14,12/03/14,2,
100,CHERRY TREE,,NEW BEDFORD,12/03/14,12/03/14,1,
384,ACUSHNET,,NEW BEDFORD,12/04/14,12/04/14,1,
13,SPRUCE,,NEW BEDFORD,12/04/14,12/04/14,1,
,ROCKDALE,,NEW BEDFORD,12/03/14,12/05/14,2,
80,DARTMOUTH,,NEW BEDFORD,12/08/14,12/08/14,2,
166-168,HADLEY,,NEW BEDFORD,12/09/14,12/09/14,1,
286,CEDAR,,NEW BEDFORD,12/09/14,12/09/14,1,
29,VALENTINE,,NEW BEDFORD,12/10/14,12/10/14,1,
,ASHLEY,,NEW BEDFORD,12/10/14,12/10/14,1,
354,PLEASANT,,NEW BEDFORD,12/10/14,12/10/14,1,
111,PLYMOUTH,,NEW BEDFORD,12/12/14,12/12/14,2,
45,DURFEE,,NEW BEDFORD,12/13/14,12/13/14,2,
244-246,DAVIS,,NEW BEDFORD,12/15/14,12/15/14,2,
70,HIGHLAND,,NEW BEDFORD,12/15/14,12/15/14,2,
76,MILL,,NEW BEDFORD,12/17/14,12/17/14,1,
77,MORGAN,,NEW BEDFORD,12/17/14,12/17/14,1,
1029,DEWEY,,NEW BEDFORD,12/21/14,12/21/14,1,
41,ADAMS,,NEW BEDFORD,12/27/14,12/27/14,2,
10,AUSTIN,,NEW BEDFORD,12/27/14,12/27/14,2,
307,COLLETTE,,NEW BEDFORD,12/27/14,12/27/14,2,
,TOBEY,AT TOBEY LN,NEW BEDFORD,12/28/14,12/28/14,1,
21,CASTLE,,NORTHBORO,01/13/14,01/13/14,2,
101,WHITNEY,,NORTHBORO,02/06/14,03/18/14,2,
25,DUNIA,,NORTHBORO,06/27/14,06/27/14,1,
306,SOUTHWEST,,NORTHBORO,09/04/14,09/04/14,,
124,HUDSON,,NORTHBORO,09/26/14,09/26/14,1,
106,JON,,NORTHBRIDGE,03/14/14,03/14/14,1,
2887,PROVIDENCE,,NORTHBRIDGE,04/25/14,04/25/14,1,
90,CHURCH-(ROC),,NORTHBRIDGE,07/11/14,07/11/14,2,
,PLUMMER,AT LAURA LN,NORTHBRIDGE,07/21/14,07/21/14,1,
14,JON,,NORTHBRIDGE,08/01/14,08/01/14,1,
,DOUGLAS,,NORTHBRIDGE,09/23/14,09/23/14,1,
22,JON,,NORTHBRIDGE,09/25/14,11/20/14,2,
22,JON,,NORTHBRIDGE,11/20/14,11/20/14,1,
16,NORTH MAIN,,NORTHBRIDGE,12/15/14,12/27/14,2,
245,SANDTRAP,,NORTHBRIDGE,12/21/14,12/27/14,2,
53,MANTERS,,PLYMOUTH,02/10/14,02/11/14,2,
268,COURT,,PLYMOUTH,02/11/14,02/12/14,1,
,MAIN,AT PURCHASE ST,PLYMOUTH,02/18/14,02/21/14,2,
5,BROOKSIDE,,PLYMOUTH,02/24/14,02/25/14,2,
19,GRANDVIEW,,PLYMOUTH,02/18/14,02/22/14,2,
170,WATER,,PLYMOUTH,04/18/14,04/18/14,1,
357,COURT,,PLYMOUTH,04/22/14,04/22/14,1,
170,WATER,,PLYMOUTH,04/24/14,04/24/14,1,
NEAR #45,SHETLAND,,PLYMOUTH,04/23/14,05/02/14,2,
,WHITING,AT 11 MT-PLEASANT ST,PLYMOUTH,05/02/14,05/02/14,1,
26 1/2,CASTLE,,PLYMOUTH,05/06/14,05/07/14,2,
265-267,STANDISH,,PLYMOUTH,05/07/14,05/08/14,2,
18,FOREST,,PLYMOUTH,05/09/14,05/09/14,1,
30,DAVIS,,PLYMOUTH,05/21/14,05/21/14,1,
222,S-MEADOW,,PLYMOUTH,06/21/14,06/21/14,1,
43,CLIFF,,PLYMOUTH,06/30/14,06/30/14,1,
506,LUNNS,,PLYMOUTH,07/05/14,07/05/14,1,
11,PORTICO,,PLYMOUTH,07/10/14,07/10/14,1,
13,WHITING,,PLYMOUTH,07/14/14,07/14/14,1,
152,SAMOSET,,PLYMOUTH,07/22/14,07/22/14,1,
11,CLIFF,,PLYMOUTH,08/06/14,08/06/14,1,
37,CONIFER,,PLYMOUTH,08/01/14,08/01/14,1,
13,WHITING,,PLYMOUTH,06/09/14,08/07/14,2,
,WHITING,,PLYMOUTH,06/13/14,08/07/14,2,
153,WESTERLY,,PLYMOUTH,08/06/14,08/07/14,2,
35,PLEASANT,,PLYMOUTH,09/05/14,09/09/14,,
37,PLEASANT,,PLYMOUTH,09/05/14,09/09/14,,
27,PLEASANT,,PLYMOUTH,09/05/14,09/10/14,,
17,MT-PLEASANT,,PLYMOUTH,09/16/14,09/16/14,2,
7,WEST,,PLYMOUTH,10/07/14,10/08/14,2,
38,GRANDVIEW,,PLYMOUTH,10/14/14,10/14/14,1,
115,WESTERLY,,PLYMOUTH,10/14/14,10/14/14,1,
,MAGONI,,PLYMOUTH,10/21/14,10/21/14,,
12,ALDEN,,PLYMOUTH,10/30/14,10/30/14,1,
3,WHITING,,PLYMOUTH,10/09/14,11/04/14,2,
19,CASTLE,,PLYMOUTH,10/20/14,11/05/14,2,
10-12,CASTLE,,PLYMOUTH,10/20/14,11/07/14,2,
17,MOUNT PLEASANT,,PLYMOUTH,09/18/14,11/13/14,2,
33,FILMORE,,PLYMOUTH,11/14/14,11/14/14,1,
16,GABLE,,PLYMOUTH,11/18/14,11/18/14,1,
305,SANDWICH,,PLYMOUTH,12/29/14,12/29/14,1,
4,KENDALL,,SHERBORN,07/11/14,07/11/14,2,
18,COURSE BROOK,,SHERBORN,10/01/14,12/30/14,2,
8,COLONIAL,,SHREWSBURY,01/15/14,01/16/14,2,
9,COLONIAL,,SHREWSBURY,01/16/14,01/16/14,2,
43,HUNTING,,SHREWSBURY,01/16/14,01/16/14,2,
15,BRIDAL-PATH,,SHREWSBURY,01/18/14,01/18/14,1,
,GENERAL,,SHREWSBURY,01/19/14,01/27/14,3,
,ARTEMAS,AT GENERAL ACE,SHREWSBURY,01/27/14,01/27/14,2,
29-33,MAIN,,SHREWSBURY,01/16/14,01/28/14,2,
757,MAIN,,SHREWSBURY,01/28/14,01/28/14,1,
2,FIFTH,,SHREWSBURY,02/05/14,02/05/14,1,
31,SIAS,,SHREWSBURY,02/21/14,02/24/14,2,
50,KINGLET,,SHREWSBURY,02/21/14,02/21/14,2,
,MAIN,AT I-290 EAST RAMP,SHREWSBURY,03/12/14,03/12/14,1,
74,SAJDA,,SHREWSBURY,04/21/14,04/21/14,2,
1000,BOSTON-TURNPIKE,,SHREWSBURY,05/01/14,05/01/14,2,
7,SUMMER,,SHREWSBURY,05/22/14,05/23/14,2,
7,SUMMER,,SHREWSBURY,05/23/14,05/23/14,1,
51,MAIN,,SHREWSBURY,05/27/14,05/27/14,1,
51,MAIN,,SHREWSBURY,05/27/14,05/27/14,1,
41,MAURY,,SHREWSBURY,06/28/14,06/28/14,1,
357,LAKE,,SHREWSBURY,06/27/14,07/01/14,2,
,LAKE,AT HOWE ST,SHREWSBURY,07/01/14,07/01/14,2,
361,SPRING,,SHREWSBURY,07/20/14,07/22/14,2,
361,SPRING,,SHREWSBURY,07/21/14,07/22/14,2,
39,SOUTH,,SHREWSBURY,08/04/13,08/04/14,2,
92,STONEY-HILL,,SHREWSBURY,07/21/14,08/07/14,2,
23,WESLEYAN,,SHREWSBURY,09/15/14,09/15/14,1,
48,WOODLAND,,SHREWSBURY,09/09/14,09/24/14,1,
648,LAKE,,SHREWSBURY,09/30/14,09/30/14,1,
15,ELMA,,SHREWSBURY,10/09/14,10/09/14,1,
151,OLD MILL,,SHREWSBURY,10/10/14,10/10/14,1,
14,RIDGELAND,,SHREWSBURY,10/10/14,10/10/14,1,
129,FLORAL,,SHREWSBURY,11/20/14,11/20/14,1,
38,BLOSSOM TREE,,SHREWSBURY,11/21/14,11/21/14,1,
9,TURTLECREEK,,SHREWSBURY,11/25/14,11/25/14,1,
87,MAIN,,SHREWSBURY,12/02/14,12/02/14,2,
5,JORDAN,,SHREWSBURY,12/02/14,12/02/14,1,
9,TAFT,,SHREWSBURY,12/03/14,12/03/14,1,
7,STONE,,SHREWSBURY,12/04/14,12/04/14,1,
738,MAIN,,SHREWSBURY,07/25/14,12/13/14,2,
23,WESLEYAN,,SHREWSBURY,12/10/14,12/17/14,2,
738,MAIN,,SHREWSBURY,12/19/14,12/19/14,1,
535,HARTFORD,,SHREWSBURY,09/29/14,12/27/14,2,
,HARTFORD,,SHREWSBURY,11/18/14,12/27/14,2,
14,CEDAR,,SOMERVILLE,01/10/14,01/10/14,1,
22,SYCAMORE,,SOMERVILLE,10/09/13,01/15/14,2,
58,PRESTON,,SOMERVILLE,01/15/14,01/15/14,1,
42-44,DANE,,SOMERVILLE,10/02/13,01/16/14,2,
,PITMAN,AT BEECH ST,SOMERVILLE,10/11/13,01/17/14,2,
26,CALVIN,,SOMERVILLE,09/30/13,01/20/14,2,
26,SYCAMORE,,SOMERVILLE,01/22/14,01/24/14,2,
5,KENWOOD,,SOMERVILLE,01/30/14,01/30/14,1,
711-723,SOMERVILLE,,SOMERVILLE,01/29/14,01/31/14,2,
12,PUTNAM,,SOMERVILLE,01/31/14,01/31/14,1,
78,MORRISON,,SOMERVILLE,02/08/14,02/08/14,1,
78,MORRISON,,SOMERVILLE,02/09/14,02/09/14,1,
29,PRESCOTT,,SOMERVILLE,02/14/14,02/14/14,1,
63-65,CAMERON,,SOMERVILLE,01/30/14,02/21/14,2,
21,PERRY,,SOMERVILLE,02/18/14,02/18/14,1,
7,LINDEN,,SOMERVILLE,02/20/14,02/20/14,1,
6,CHERRY,,SOMERVILLE,02/20/14,02/20/14,1,
40,HANCOCK,,SOMERVILLE,02/24/14,02/25/14,2,
208-210,WASHINGTON,,SOMERVILLE,03/07/14,03/07/14,1,
45,CAMERON,,SOMERVILLE,10/01/13,03/11/14,2,
257-259,BEACON,,SOMERVILLE,12/26/13,03/27/14,2,
14,BILLINGHAM,,SOMERVILLE,02/11/14,03/28/14,2,
12,BILLINGHAM,,SOMERVILLE,03/29/14,04/07/14,2,
230,SOMERVILLE,,SOMERVILLE,04/14/14,04/14/14,1,
,DOVER,AT 51 DAVIS SQ,SOMERVILLE,04/11/14,04/15/14,2,
,GORHAM,AT TANNERY BROOK WAY,SOMERVILLE,03/19/14,04/16/14,2,
406,HIGHLAND,,SOMERVILLE,04/25/14,04/25/14,1,
16,CALVIN,,SOMERVILLE,04/28/14,04/28/14,1,
61,LINDEN,,SOMERVILLE,05/08/14,05/08/14,1,
353,BEACON,,SOMERVILLE,05/14/14,05/14/14,1,
357,BEACON,,SOMERVILLE,05/14/14,05/14/14,1,
37,COLUMBUS,,SOMERVILLE,05/30/14,05/30/14,1,
287,BEACON,,SOMERVILLE,06/03/14,06/03/14,1,
318,SUMMER,,SOMERVILLE,01/27/14,06/08/14,2,
88,MUNROE,,SOMERVILLE,05/16/14,06/27/14,2,
14,CHERRY,,SOMERVILLE,06/16/14,07/07/14,2,
,PITMAN,AT SPRING ST,SOMERVILLE,07/08/14,07/08/14,2,
363,BEACON,,SOMERVILLE,07/23/14,07/23/14,1,
230,ELM,,SOMERVILLE,11/21/13,08/04/14,2,
47,CAMERON,,SOMERVILLE,11/05/13,08/08/14,2,
361,BEACON,,SOMERVILLE,08/21/14,08/21/14,1,
,RUSSELL,,SOMERVILLE,09/22/14,09/22/14,1,
97,PEARSON,,SOMERVILLE,06/11/14,09/25/14,2,
5-7,PARKDALE,,SOMERVILLE,05/15/14,09/29/14,2,
9-11,PARKDALE,,SOMERVILLE,10/02/13,10/03/14,2,
40,HANCOCK,,SOMERVILLE,03/07/14,10/20/14,2,
268,POWDER HOUSE,,SOMERVILLE,10/21/14,10/21/14,1,
336,SUMMER,,SOMERVILLE,06/03/14,10/31/14,2,
60,PUTNAM,,SOMERVILLE,10/08/13,11/05/14,2,
22,ASHLAND,,SOMERVILLE,11/06/14,11/06/14,1,
,SPRING,AT SOMERVILLE AVE,SOMERVILLE,11/12/14,11/12/14,1,
68,DIMICK,,SOMERVILLE,05/31/14,11/13/14,2,
26-28,MILTON,,SOMERVILLE,11/13/14,11/13/14,1,
46,WHITE,,SOMERVILLE,11/06/14,11/18/14,2,
,WEBSTER,,SOMERVILLE,09/30/13,11/19/14,2,
768,BROADWAY,,SOMERVILLE,10/03/13,11/19/14,2,
46-48,PUTNAM,,SOMERVILLE,10/08/13,11/24/14,2,
,BROADWAY,,SOMERVILLE,09/16/13,11/25/14,2,
2-12,HOWARD,,SOMERVILLE,11/29/14,11/29/14,1,
255,POWDER HOUSE,,SOMERVILLE,12/01/14,12/01/14,1,
86,ELM,,SOMERVILLE,10/28/14,12/10/14,2,
787,BROADWAY,,SOMERVILLE,12/12/14,12/30/14,2,
POLE 25,NEWTON,,SOUTHBORO,02/18/14,02/19/14,2,
43,NEWTON,,SOUTHBORO,02/22/14,02/23/14,1,
269,CORDAVILLE,,SOUTHBORO,09/15/14,09/19/14,2,
,MADISON,,SOUTHBORO,11/25/14,11/25/14,2,
320,GREAT,,STOW,10/17/13,02/10/14,2,
,KIRKLAND,,STOW,07/08/14,09/16/14,2,
4,KIRKLAND,,STOW,07/29/14,09/16/14,2,
5,WILLIAM,,UPTON,04/21/14,04/28/14,2,
5,WILLIAMS,,UPTON,07/11/14,12/20/14,2,
71,N-MAIN,,UXBRIDGE,04/04/14,04/04/14,1,
760,PROVIDENCE,,UXBRIDGE,01/17/14,04/29/14,2,
151,N-MAIN,,UXBRIDGE,05/01/14,05/01/14,1,
10,MOODY,,UXBRIDGE,11/05/14,11/05/14,1,
117-119,HECLA,,UXBRIDGE,12/11/14,12/11/14,1,
17,WEST HARTFORD,,UXBRIDGE,12/15/14,12/30/14,2,
,SHRINE,AT CAROL,WEST BOYLSTON,02/21/14,02/21/14,1,
501,PROSPECT,,WEST BOYLSTON,02/12/14,02/25/14,2,
435,LANCASTER,,WEST BOYLSTON,03/19/14,03/20/14,2,
330,LANCASTER,,WEST BOYLSTON,05/12/14,05/12/14,1,
330,LANCASTER,,WEST BOYLSTON,05/14/14,05/14/14,1,
70,CRESCENT,,WEST BOYLSTON,05/28/14,08/08/14,2,
11R,SUMMER,,WESTBOROUGH,01/07/14,01/07/14,1,
9-12,TREETOP,,WESTBOROUGH,03/08/14,03/09/14,2,
14,MAYNARD,,WESTBOROUGH,03/17/14,03/17/14,1,
8002,AMBASSADOR,,WESTBOROUGH,04/03/14,04/03/14,1,
160,MILK,,WESTBOROUGH,04/11/14,04/29/14,2,
95,W-MAIN,,WESTBOROUGH,05/20/14,05/20/14,1,
165,FLANDERS,,WESTBOROUGH,06/11/14,06/11/14,1,
,STATE,AT HOLMES ST,WESTBOROUGH,07/24/14,08/04/14,2,
2,PROSPECT,,WESTBOROUGH,07/30/14,08/04/14,2,
22,TREETOP,,WESTBOROUGH,07/30/14,08/04/14,2,
2,PROSPECT,,WESTBOROUGH,08/16/14,09/08/14,,
165,FLANDERS,,WESTBOROUGH,11/24/14,11/24/14,1,
70,EAST MAIN,,WESTBOROUGH,11/25/14,11/25/14,1,
,STATE,,WESTBOROUGH,09/11/14,12/22/14,2,
1901,WINDSOR RIDGE,,WESTBOROUGH,12/22/14,12/22/14,1,
212,WEST MAIN,,WESTBOROUGH,07/15/14,12/23/14,2,
1901,WINDSOR RIDGE,,WESTBOROUGH,12/29/14,12/29/14,1,
19,PEARTREE,,WESTWOOD,01/15/14,01/21/14,2,
15,RIDGEWOOD,,WESTWOOD,01/20/14,02/04/14,2,
,POND,AT OAK ST,WESTWOOD,02/07/14,02/10/14,2,
298,PROVIDENCE,,WESTWOOD,02/16/14,02/16/14,1,
46,PERRY,,WESTWOOD,02/24/14,02/24/14,1,
75,CUSHING,,WESTWOOD,03/11/14,03/21/14,2,
94,GAY,,WESTWOOD,03/28/14,03/28/14,1,
44,LORING,,WESTWOOD,05/30/14,06/03/14,2,
57,STRAFFORD,,WESTWOOD,11/25/13,07/01/14,2,
57,STRAFFORD,,WESTWOOD,08/06/14,08/06/14,1,
41,BOOTH,,WESTWOOD,09/11/14,09/17/14,2,
91,HEMLOCK,,WESTWOOD,10/21/14,10/27/14,2,
272,HIGH,,WESTWOOD,12/04/14,12/04/14,1,
17,FORD,,WESTWOOD,11/28/14,12/05/14,2,
,SAINT DENIS,AT WILLRD ST,WESTWOOD,03/21/14,12/15/14,2,
,DEAN,AT WEBSTER ST,WESTWOOD,06/27/14,12/17/14,2,
91,STRASSER,,WESTWOOD,12/18/14,12/22/14,2,
378-384,UNIVERSITY,,WESTWOOD,12/31/14,12/31/14,2,
,GROVE,,WORCESTER,01/01/14,01/02/14,1,
270,SHREWSBURY,,WORCESTER,01/03/14,01/03/14,1,
51,HILTON,,WORCESTER,01/05/14,01/06/14,1,
34,HOPE,,WORCESTER,01/06/14,01/07/14,1,
140,GRAND,,WORCESTER,01/07/14,01/08/14,1,
,ELM,AT WEST ST,WORCESTER,01/08/14,01/08/14,1,
32,PROVIDENCE,,WORCESTER,01/08/14,01/09/14,1,
,ELM,AT WEST ST,WORCESTER,01/09/14,01/09/14,1,
,MAPLEWOOD,AT CHAMBERLAIN PKY,WORCESTER,01/09/14,01/09/14,1,
,PINE-TREE,AT SUNVALLEY DR,WORCESTER,01/11/14,01/11/14,1,
130,PLANTATION,,WORCESTER,01/12/14,01/12/14,1,
59-75,WEBSTER,,WORCESTER,01/12/14,01/13/14,1,
69,DUSTIN,,WORCESTER,01/06/14,01/13/14,2,
335,PARK,,WORCESTER,01/13/14,01/13/14,1,
,GROVE,AT SAGAMORE RD,WORCESTER,01/14/14,01/14/14,1,
,BENEFIT,AT GLENWOOD ST,WORCESTER,01/15/14,01/15/14,1,
1027,MAIN,,WORCESTER,01/15/14,01/15/14,1,
287,GROVE,,WORCESTER,01/11/14,01/16/14,2,
359,SHREWSBURY,,WORCESTER,01/13/14,01/16/14,2,
74,GREEN,,WORCESTER,01/15/14,01/16/14,1,
,SEVER,AT CEDAR ST,WORCESTER,01/09/14,01/17/14,2,
24,CREST,,WORCESTER,01/17/14,01/18/14,1,
,GROVE,AT SAGAMORE RD,WORCESTER,01/18/14,01/18/14,1,
,MAIN,,WORCESTER,11/08/13,01/20/14,2,
53,WILSON,,WORCESTER,01/20/14,01/20/14,1,
,SARGENT,AT LAMARTINE ST,WORCESTER,01/17/14,01/21/14,2,
,DAVIS,,WORCESTER,01/25/14,01/25/14,1,
14,PRESTON,,WORCESTER,01/27/14,01/27/14,1,
41,HILLCROFT,,WORCESTER,01/09/14,01/30/14,2,
356,SHREWSBURY,,WORCESTER,01/13/14,01/30/14,2,
,KING-PHILLIP,AT HILLCROFT AVE,WORCESTER,01/28/14,01/30/14,2,
130,MASSASOIT,,WORCESTER,01/30/14,01/31/14,2,
,HARLEM,AT S-WARD ST,WORCESTER,01/31/14,01/31/14,1,
500,W-BOYLSTON,,WORCESTER,01/31/14,01/31/14,1,
50,HAMILTON,,WORCESTER,01/23/14,02/02/14,2,
,ELM,AT PARK AVE,WORCESTER,02/02/14,02/02/14,1,
,SEVER,AT CEDAR ST,WORCESTER,02/02/14,02/02/14,1,
119,MASSASOIT,,WORCESTER,01/18/14,02/03/14,2,
3,COHASSET,,WORCESTER,02/04/14,02/04/14,1,
14,LANGDON,,WORCESTER,02/04/14,02/04/14,1,
172,GRAFTON,,WORCESTER,02/05/14,02/05/14,1,
179-181,GRAFTON,,WORCESTER,02/05/14,02/05/14,1,
80,STANTON,,WORCESTER,02/05/14,02/05/14,1,
60,PLANTATION,,WORCESTER,02/05/14,02/05/14,1,
7,WESCOTT,,WORCESTER,01/21/14,02/07/14,2,
,ELM,AT WEST ST,WORCESTER,01/28/14,02/07/14,2,
5,LUND,,WORCESTER,02/07/14,02/07/14,2,
1013,MAIN,,WORCESTER,02/08/14,02/08/14,1,
314,PLANTATION,,WORCESTER,01/29/14,02/10/14,2,
18,WILLARD,,WORCESTER,02/06/14,02/10/14,2,
236,LINCOLN,,WORCESTER,01/15/14,02/11/14,2,
66,PLANTATION,,WORCESTER,01/27/14,02/12/14,2,
105,WATER,,WORCESTER,02/12/14,02/12/14,1,
11,N-WORCESTER,,WORCESTER,02/13/14,02/13/14,1,
10,VARNEY,,WORCESTER,02/13/14,02/13/14,1,
9,MILL,,WORCESTER,02/17/14,02/17/14,1,
,CLARK,AT PURCHASE ST,WORCESTER,02/19/14,02/19/14,1,
53,HERMON,,WORCESTER,02/19/14,02/19/14,1,
,HILLCREST,AT 7 BLAIR ST,WORCESTER,02/12/14,02/20/14,2,
,MAY,,WORCESTER,02/20/14,02/20/14,1,
27,JAQUES,,WORCESTER,02/20/14,02/20/14,1,
320,PLANTATION,,WORCESTER,02/11/14,02/24/14,2,
,CASCADE,AT MONICA,WORCESTER,02/21/14,02/24/14,2,
11,N-WORCESTER,,WORCESTER,02/24/14,02/24/14,1,
11,N-WORCESTER,,WORCESTER,02/24/14,02/24/14,2,
